Date,^GSPC
2024-03-19,0.00563325304434312
2024-03-20,0.008864765516360184
2024-03-21,0.003231309094528888
2024-03-22,-0.0014031718343267125
2024-03-25,-0.0030596403820319297
2024-03-26,-0.002803721982805726
2024-03-27,0.008593595582706042
2024-03-28,0.0011158627007616052
2024-04-01,-0.0020156145269577246
2024-04-02,-0.007265388203672426
2024-04-03,0.001090527523337898
2024-04-04,-0.01241103561926225
2024-04-05,0.011038050135699558
2024-04-08,-0.0003747011900415767
2024-04-09,0.0014444494736345207
2024-04-10,-0.009501981832212592
2024-04-11,0.007417221983342437
2024-04-12,-0.014657587802248536
2024-04-15,-0.012094195787459195
2024-04-16,-0.0020586245275039964
2024-04-17,-0.005797375076004185
2024-04-18,-0.0022106017004853043
2024-04-19,-0.008797129654056974
2024-04-22,0.00869335115683908
2024-04-23,0.01189356656772209
2024-04-24,0.00021298737793290078
2024-04-25,-0.0045869342701194095
2024-04-26,0.010157381332325343
2024-04-29,0.0031734080766393944
2024-04-30,-0.015855551118928123
2024-05-01,-0.0034413534856316866
2024-05-02,0.009087024725084856
2024-05-03,0.012478557659508005
2024-05-06,0.010273173691247842
2024-05-07,0.0013425282288256131
2024-05-08,-5.835635193424912e-06
2024-05-09,0.005078032639106711
2024-05-10,0.001648040080166728
2024-05-13,-0.00024133317386520824
2024-05-14,0.004826148527454041
2024-05-15,0.01164782778729962
2024-05-16,-0.0020838374740880464
2024-05-17,0.0011640956878937513
2024-05-20,0.0009159703084911664
2024-05-21,0.0024987497668926086
2024-05-22,-0.0027097912093521476
2024-05-23,-0.007408162283471933
2024-05-24,0.0069766490766732595
2024-05-28,0.00024877090688591537
2024-05-29,-0.007394317215742535
2024-05-30,-0.005992957535754186
2024-05-31,0.007995824231928897
2024-06-03,0.0011154602235352391
2024-06-04,0.0015016810037827531
2024-06-05,0.011778015849957281
2024-06-06,-0.00019983660163685183
2024-06-07,-0.0011158420502790662
2024-06-10,0.002577529978240972
2024-06-11,0.0027067148552095224
2024-06-12,0.008467720241887338
2024-06-13,0.00234191143711672
2024-06-14,-0.00039393828099749413
2024-06-17,0.007635164372320518
2024-06-18,0.0025181541815171163
2024-06-20,-0.0025291273954115403
2024-06-21,-0.0015633517188252497
2024-06-24,-0.0030698791558664423
2024-06-25,0.003925873679181344
2024-06-26,0.0015711962247204525
2024-06-27,0.0009069098567990731
2024-06-28,-0.0040920134623695995
2024-07-01,0.0026719909814295235
2024-07-02,0.0061762057711850496
2024-07-03,0.0050715622695336636
2024-07-05,0.00543397436096954
2024-07-08,0.0010161824764044329
2024-07-09,0.0007407974780654752
2024-07-10,0.010156314878105886
2024-07-11,-0.008801649969266724
2024-07-12,0.00550186402496512
2024-07-15,0.0028222164233526843
2024-07-16,0.0063690499714532745
2024-07-17,-0.014025441523645543
2024-07-18,-0.007847112145350072
2024-07-19,-0.007165879226406085
2024-07-22,0.010734217246220293
2024-07-23,-0.0015593176939461904
2024-07-24,-0.02342124222289286
2024-07-25,-0.005155889019717259
2024-07-26,0.011029420409570924
2024-07-29,0.0008129795718284517
2024-07-30,-0.0049725143613676215
2024-07-31,0.015669980701917767
2024-08-01,-0.013788123791990166
2024-08-02,-0.01855290660855327
2024-08-05,-0.0304270413923931
2024-08-06,0.010300849493599515
2024-08-07,-0.007764715388769489
2024-08-08,0.02278113959089888
2024-08-09,0.004660798434381699
2024-08-12,4.30330517200971e-05
2024-08-13,0.016707233419049988
2024-08-14,0.00381643656119841
2024-08-15,0.01600448993130413
2024-08-16,0.0019878023683961516
2024-08-19,0.009675327436177775
2024-08-20,-0.001986527237609709
2024-08-21,0.004230714721006796
2024-08-22,-0.00897294225665722
2024-08-23,0.01141793740166443
2024-08-26,-0.0031587101696058145
2024-08-27,0.0015939251127232035
2024-08-28,-0.005993900794735212
2024-08-29,-3.937984343658622e-05
2024-08-30,0.010042457079144168
2024-09-03,-0.021377963372397696
2024-09-04,-0.0016038290273809634
2024-09-05,-0.003022581014674196
2024-09-06,-0.017410944507424406
2024-09-09,0.011513534435818254
2024-09-10,0.004462699977793541
2024-09-11,0.01060855564984334
2024-09-12,0.00746735215680267
2024-09-13,0.0053931422343560355
2024-09-16,0.0012558408673102855
2024-09-17,0.00026451509389645083
2024-09-18,-0.0029006587083132912
2024-09-19,0.016834356892725128
2024-09-20,-0.0019429136300157343
2024-09-23,0.0028053344257131223
2024-09-24,0.002508031103345345
2024-09-25,-0.001862983206212128
2024-09-26,0.004030542158199222
2024-09-27,-0.0012540029000721238
2024-09-30,0.004227603658441509
2024-10-01,-0.009367848694454447
2024-10-02,0.00013838132698647728
2024-10-03,-0.0016828286544586894
2024-10-04,0.008930255699186382
2024-10-07,-0.009632263829388773
2024-10-08,0.009642706804694385
2024-10-09,0.007088231016994585
2024-10-10,-0.0020722685059824846
2024-10-11,0.00603360870729872
2024-10-14,0.007678114574594323
2024-10-15,-0.0076385660375134215
2024-10-16,0.004668232782779766
2024-10-17,-0.00017117512853816633
2024-10-18,0.003963686942774387
2024-10-21,-0.001824432756419033
2024-10-22,-0.0004749666671957937
2024-10-23,-0.009233824267679564
2024-10-24,0.0021434731305568283
2024-10-25,-0.00029949201318627087
2024-10-28,0.002647934626732945
2024-10-29,0.0016128259449012198
2024-10-30,-0.0033056916724881185
2024-10-31,-0.018790134928745348
